MuiStack-root href,MuiTypography-root,MuiTypography-root 2,MuiTypography-root 3
https://portalb2b.neosolar.com.br/novo-pedido/produto/21283,"Kit Gerador Energia Solar 1,19 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Luxen Com Estrutura","Compre múltiplos p/ maiores potências |  Energia: até 142 kWh/mês | Potência: 1,19 kWp | Paineis: 2x 595Wp | Microinversor: Deye de 2000W | Estrutura: Solo
| Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 142 kWh/mês | Potência: 1,19 kWp | Paineis: 2x 595Wp | Microinversor: Deye de 2000W | Estrutura: Solo
| Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/21126,"Kit Gerador Energia Solar 1,19 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Luxen Com Estrtura","Compre múltiplos p/ maiores potências |  Energia: até 142 kWh/mês | Potência: 1,19 kWp | Paineis: 2x 595Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho
| Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 142 kWh/mês | Potência: 1,19 kWp | Paineis: 2x 595Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho
| Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/21127,"Kit Gerador Energia Solar 1,15 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA (Mini Trilho)","Compre múltiplos p/ maiores potências |  Energia: até 138 kWh/mês | Potência: 1,15 kWp | Paineis: 2x 575Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 138 kWh/mês | Potência: 1,15 kWp | Paineis: 2x 575Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/21398,"Kit Gerador Energia Solar 0,57 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA (Madeira)","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,57 kWp | Paineis: 1x 575Wp | Microinversor: Deye de 2000W | Estrutura: Madeira | Acessórios: Conectores CA + MC4, Ca","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,57 kWp | Paineis: 1x 575Wp | Microinversor: Deye de 2000W | Estrutura: Madeira | Acessórios: Conectores CA + MC4, Ca"
https://portalb2b.neosolar.com.br/novo-pedido/produto/21117,"Kit Gerador Energia Solar 0,59 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Luxen (sem estrutur","Compre múltiplos p/ maiores potências |  Energia: até 71 kWh/mês | Potência: 595 kWp | Paineis: 1x 595Wp | Microinversor: Deye de 2000W | Estrutura: Sem Estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 71 kWh/mês | Potência: 595 kWp | Paineis: 1x 595Wp | Microinversor: Deye de 2000W | Estrutura: Sem Estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/24690,"Kit Gerador Energia Solar  2,44kWp - Microinversor Deye c/ Wifi SUN2250 - Painel Sunova | P/ Madeira","Compre múltiplos p/ maiores potências | Energia: até 292kWh/mês | Potência: 2,44kWp | Paineis: 4x 610Wp | Microinversor: Deye de 2250W | P/ Madeira | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220V ou 220/380V","Compre múltiplos p/ maiores potências | Energia: até 292kWh/mês | Potência: 2,44kWp | Paineis: 4x 610Wp | Microinversor: Deye de 2250W | P/ Madeira | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220V ou 220/380V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/24693,"Kit Gerador Energia Solar  1,22kWp - Microinversor Deye c/ Wifi SUN2250 - Painel Sunova | S/ Estrutura","Compre múltiplos p/ maiores potências |  Energia: até 146kWh/mês | Potência: 1,22kWp | Paineis: 2x 610Wp | Microinversor: Deye de 2250W | S/ Estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220V ou 220/380V","Compre múltiplos p/ maiores potências |  Energia: até 146kWh/mês | Potência: 1,22kWp | Paineis: 2x 610Wp | Microinversor: Deye de 2250W | S/ Estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220V ou 220/380V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/24694,"Kit Gerador Energia Solar  1,83kWp - Microinversor Deye c/ Wifi SUN2250 - Painel Sunova | S/ Estrutura","Compre múltiplos p/ maiores potências |  Energia: até 219kWh/mês | Potência: 1,83kWp | Paineis: 3x 610Wp | Microinversor: Deye de 2250W | S/ Estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220V ou 220/380V","Compre múltiplos p/ maiores potências |  Energia: até 219kWh/mês | Potência: 1,83kWp | Paineis: 3x 610Wp | Microinversor: Deye de 2250W | S/ Estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220V ou 220/380V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/21119,"Kit Gerador Energia Solar 0,59 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Luxen (Madeira)","Compre múltiplos p/ maiores potências |  Energia: até 71 kWh/mês | Potência: 595 kWp | Paineis: 1x 595Wp | Microinversor: Deye de 2000W | Estrutura: Madeira | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 71 kWh/mês | Potência: 595 kWp | Paineis: 1x 595Wp | Microinversor: Deye de 2000W | Estrutura: Madeira | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/21259,"Kit Gerador Energia Solar 0,58 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA (Laje)","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2000W | Estrutura: Laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2000W | Estrutura: Laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/21511,"Kit Gerador Energia Solar 0,58 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA (Solo)","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2000W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2000W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/21740,"Kit Gerador Energia Solar 1,74 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA Com Estrtura","Compre múltiplos p/ maiores potências |  Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2000W | Estrutura: Parafuso Madeira
Selecionável | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2000W | Estrutura: Parafuso Madeira
Selecionável | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/21797,"Kit Gerador Energia Solar 1,16 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA (Mini Trilho)","Energia: até 139 kWh/mês | Potência: 1,16 kWp | Painéis: 2x 580Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 139 kWh/mês | Potência: 1,16 kWp | Painéis: 2x 580Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/21800,"Kit Gerador Energia Solar 1,16 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA (Solo)","Energia: até 139 kWh/mês | Potência: 1,16 kWp | Painéis: 2x 580Wp | Microinversor: Deye de 2000W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 139 kWh/mês | Potência: 1,16 kWp | Painéis: 2x 580Wp | Microinversor: Deye de 2000W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/24924,"Kit Energia Solar On Grid Híbrido - 6,1kWp 4,8kWh Lítio 48V (24924)","10x 610Wp Sunova | 1x Inversor Híbrido 5,0kW Deye | 4x 100Ah/48V Lítio Epever","10x 610Wp Sunova | 1x Inversor Híbrido 5,0kW Deye | 4x 100Ah/48V Lítio Epever"
https://portalb2b.neosolar.com.br/novo-pedido/produto/24923,"Kit Energia Solar On Grid Híbrido - 6,1kWp 4,8kWh Lítio 48V (24923)","10x 610Wp Sunova | 1x Inversor Híbrido 5,0kW Deye | 4x 100Ah/48V Lítio Ztroon","10x 610Wp Sunova | 1x Inversor Híbrido 5,0kW Deye | 4x 100Ah/48V Lítio Ztroon"
https://portalb2b.neosolar.com.br/novo-pedido/produto/20400,Bateria Solar de Lítio 128Wh - Unipower UPLFP12-10 4000 ciclos,"Bateria Solar de Lítio (LiFePo4) com tensão de 12,8V e capacidade de 128Wh (C5), ideal para sistemas de energia solar fotovoltaica. Suporta 9 vezes mais ciclos que outras baterias comuns no mercado e tem garantia de 5 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação.","Bateria Solar de Lítio (LiFePo4) com tensão de 12,8V e capacidade de 128Wh (C5), ideal para sistemas de energia solar fotovoltaica. Suporta 9 vezes mais ciclos que outras baterias comuns no mercado e tem garantia de 5 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação."
https://portalb2b.neosolar.com.br/novo-pedido/produto/20401,Bateria Solar de Lítio 371Wh - Unipower UPLFP12-30 4000 ciclos,"Bateria Solar de Lítio (LiFePo4) com tensão de 12V e capacidade de 371Wh (C5), ideal para sistemas de energia solar fotovoltaica. Suporta 9 vezes mais ciclos que outras baterias comuns no mercado e tem garantia de 5 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação.","Bateria Solar de Lítio (LiFePo4) com tensão de 12V e capacidade de 371Wh (C5), ideal para sistemas de energia solar fotovoltaica. Suporta 9 vezes mais ciclos que outras baterias comuns no mercado e tem garantia de 5 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação."
https://portalb2b.neosolar.com.br/novo-pedido/produto/20402,Bateria Solar de Lítio 250Wh - Unipower UPLFP24-10 4000 ciclos,"Bateria Solar de Lítio (LiFePo4) com tensão de 25,6V e capacidade de 250Wh (C5), ideal para sistemas de energia solar fotovoltaica. Suporta 9 vezes mais ciclos que outras baterias comuns no mercado e tem garantia de 5 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação.","Bateria Solar de Lítio (LiFePo4) com tensão de 25,6V e capacidade de 250Wh (C5), ideal para sistemas de energia solar fotovoltaica. Suporta 9 vezes mais ciclos que outras baterias comuns no mercado e tem garantia de 5 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação."
https://portalb2b.neosolar.com.br/novo-pedido/produto/20403,Bateria Solar de Lítio 755Wh - Unipower UPLFP24-30 4000 ciclos,"Bateria Solar de Lítio (LiFePo4) com tensão de 25,6V e capacidade de 755 Wh (C5), ideal para sistemas de energia solar fotovoltaica. Suporta 9 vezes mais ciclos que outras baterias comuns no mercado e tem garantia de 5 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação.","Bateria Solar de Lítio (LiFePo4) com tensão de 25,6V e capacidade de 755 Wh (C5), ideal para sistemas de energia solar fotovoltaica. Suporta 9 vezes mais ciclos que outras baterias comuns no mercado e tem garantia de 5 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação."
https://portalb2b.neosolar.com.br/novo-pedido/produto/20408,Bateria Solar de Lítio Unipower UPLFP48-20 - 860Wh / 4000 Ciclos,"Bateria Solar de Lítio (LiFePo4) com tensão de 48V e capacidade de 860 Wh (C5), ideal para sistemas de energia solar fotovoltaica. Suporta 9 vezes mais ciclos que outras baterias comuns no mercado e tem garantia de 5 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação.","Bateria Solar de Lítio (LiFePo4) com tensão de 48V e capacidade de 860 Wh (C5), ideal para sistemas de energia solar fotovoltaica. Suporta 9 vezes mais ciclos que outras baterias comuns no mercado e tem garantia de 5 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação."
https://portalb2b.neosolar.com.br/novo-pedido/produto/22149,"Bateria Solar de Lítio - EPEVER - LFP2.56kWh - 25,6V / 6000 ciclos","Bateria Solar de Lítio (LFP) com tensão de 25,6V, capacidade de 2560 Wh e garantia de 05 anos (incluindo os 90 dias da garantia legal).","Bateria Solar de Lítio (LFP) com tensão de 25,6V, capacidade de 2560 Wh e garantia de 05 anos (incluindo os 90 dias da garantia legal)."
https://portalb2b.neosolar.com.br/novo-pedido/produto/24111,"Bateria de Lítio ZTROON - 48V 150Ah 7,2kWh (ZTS48150S)","6000 ciclos | 7200Wh | LFP | Solar (GD ou Off Grid), Telecom, Nobreak, etc","6000 ciclos | 7200Wh | LFP | Solar (GD ou Off Grid), Telecom, Nobreak, etc"
