MuiStack-root href,MuiTypography-root,MuiTypography-root 2,MuiTypography-root 3,MuiTypography-root 4,MuiButtonBase-root 3
https://portalb2b.neosolar.com.br/novo-pedido/produto/27057,"Kit de Energia Solar On Grid 12,4KWP-OS 10,0KW LI Estrutura c/ Solo",20x 620Wp DAH | 10kW Mono 220V 2 MPPT AFCI | 2x Stringbox 2 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura c/ Solo,20x 620Wp DAH | 10kW Mono 220V 2 MPPT AFCI | 2x Stringbox 2 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura c/ Solo,"R$ 17.427,27",Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/27064,"Kit de Energia Solar On Grid 9,3KWP-OS 7,5KW LI Estrutura c/ Solo","15x 620Wp DAH | 7,5kW Mono 220V 3 MPPT AFCI | 3x Stringbox 3 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura c/ Solo","15x 620Wp DAH | 7,5kW Mono 220V 3 MPPT AFCI | 3x Stringbox 3 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura c/ Solo","R$ 13.902,57",Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/27066,"Kit de Energia Solar On Grid 8,6KWP-OS 7,5KW LI Estrutura p/ Laje","14x 620Wp DAH | 7,5kW Mono 220V 2 MPPT AFCI | 2x Stringbox 2 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura p/ Laje","14x 620Wp DAH | 7,5kW Mono 220V 2 MPPT AFCI | 2x Stringbox 2 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura p/ Laje","R$ 13.493,37",Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/27076,"Kit de Energia Solar On Grid 7,44KWP-OS 6KW LI Estrutura Metálica",12x 620Wp DAH | 6kW Mono 220V 2 MPPT AFCI | 2x Stringbox 2 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura Metálica,12x 620Wp DAH | 6kW Mono 220V 2 MPPT AFCI | 2x Stringbox 2 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura Metálica,"R$ 10.173,27",Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/27072,"Kit de Energia Solar On Grid 7,44KWP-OS 6KW LI Estrutura p/ Laje",12x 620Wp DAH | 6kW Mono 220V 2 MPPT AFCI | 2x Stringbox 2 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura p/ Laje,12x 620Wp DAH | 6kW Mono 220V 2 MPPT AFCI | 2x Stringbox 2 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura p/ Laje,"R$ 11.010,27",Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/27071,"Kit de Energia Solar On Grid 8,6KWP-OS 7,5KW LI Estrutura p/ Solo","14x 620Wp DAH | 7,5kW Mono 220V 2 MPPT AFCI | 2x Stringbox 2 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura p/ Solo","14x 620Wp DAH | 7,5kW Mono 220V 2 MPPT AFCI | 2x Stringbox 2 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura p/ Solo","R$ 13.121,37",Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/27077,"Kit de Energia Solar On Grid 7,44KWP-OS 6KW LI Estrutura c/ Solo",12x 620Wp DAH | 6kW Mono 220V 2 MPPT AFCI | 2x Stringbox 2 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura c/ Solo,12x 620Wp DAH | 6kW Mono 220V 2 MPPT AFCI | 2x Stringbox 2 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura c/ Solo,"R$ 10.731,27",Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/27133,"Kit de Energia Solar On Grid 3,72KWP-OS 5KW LI Estrutura p/ Solo",6x 620Wp DAH | 5kW Mono 220V 1 MPPT AFCI | 1x Stringbox 1 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura p/ Solo,6x 620Wp DAH | 5kW Mono 220V 1 MPPT AFCI | 1x Stringbox 1 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura p/ Solo,"R$ 6.443,97",Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/27144,"Kit de Energia Solar On Grid 6,20KWP-OS 5KW LI Estrutura Metálica",10x 620Wp DAH | 5kW Mono 220V 2 MPPT AFCI | 2x Stringbox 2 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura Metálica,10x 620Wp DAH | 5kW Mono 220V 2 MPPT AFCI | 2x Stringbox 2 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura Metálica,"R$ 9.996,57",Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/27145,"Kit de Energia Solar On Grid 6,20KWP-OS 5KW LI Estrutura p/ Solo",10x 620Wp DAH | 5kW Mono 220V 2 MPPT AFCI | 2x Stringbox 2 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura p/ Solo,10x 620Wp DAH | 5kW Mono 220V 2 MPPT AFCI | 2x Stringbox 2 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura p/ Solo,"R$ 10.554,57",Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/27139,"Kit de Energia Solar On Grid 4,96KWP-OS 5KW LI Estrutura p/ Solo",8x 620Wp DAH | 5kW Mono 220V 1 MPPT AFCI | 1x Stringbox 1 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura p/ Solo,8x 620Wp DAH | 5kW Mono 220V 1 MPPT AFCI | 1x Stringbox 1 STRING IP65 25A 1000V | Estrutura de fixação: Estrutura p/ Solo,"R$ 8.220,27",Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/27388,,---,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21607,"Kit Gerador Energia Solar 1,74 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA Com Estrutura","Compre múltiplos p/ maiores potências |  Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2000W | Estrutura: Metálica
Selecionável | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2000W | Estrutura: Metálica
Selecionável | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21608,"Kit Gerador Energia Solar 1,74 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA Com Estrtura","Compre múltiplos p/ maiores potências |  Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2000W | Estrutura: Laje 
Selecionável | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2000W | Estrutura: Laje 
Selecionável | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21611,"Kit Gerador Energia Solar 0,58 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA (Metálica)","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2000W | Estrutura: Metálica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2000W | Estrutura: Metálica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21287,"Kit Gerador Energia Solar 1,72 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA Com Estrtutura","Compre múltiplos p/ maiores potências |  Energia: até 207 kWh/mês | Potência: 1,72 kWp | Paineis: 3x 575Wp | Microinversor: Deye de 2000W | Estrutura: Solo 
Selecionável | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 207 kWh/mês | Potência: 1,72 kWp | Paineis: 3x 575Wp | Microinversor: Deye de 2000W | Estrutura: Solo 
Selecionável | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21286,"Kit Gerador Energia Solar 1,78 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Luxen (Solo)","Compre múltiplos p/ maiores potências |  Energia: até 214 kWh/mês | Potência: 1,78 kWp | Paineis: 3x 595Wp | Microinversor: Deye de 2000W | Estrutura: Para Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 214 kWh/mês | Potência: 1,78 kWp | Paineis: 3x 595Wp | Microinversor: Deye de 2000W | Estrutura: Para Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21267,"Kit Gerador Energia Solar 2,38 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Luxen (Solo)","Compre múltiplos p/ maiores potências |  Energia: até 285 kWh/mês | Potência: 2,38 kWp | Paineis: 4x 595Wp | Microinversor: Deye de 2000W | Estrutura: Para Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 285 kWh/mês | Potência: 2,38 kWp | Paineis: 4x 595Wp | Microinversor: Deye de 2000W | Estrutura: Para Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21124,"Kit Gerador Energia Solar 2,30 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA (Mini Trilho)","Compre múltiplos p/ maiores potências |  Energia: até 276 kWh/mês | Potência: 2,30 kWp | Paineis: 4x 575Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 276 kWh/mês | Potência: 2,30 kWp | Paineis: 4x 575Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21609,"Kit Gerador Energia Solar 0,58 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA (Cerâmica)","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2000W | Estrutura: Cerâmica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2000W | Estrutura: Cerâmica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21073,"Kit Gerador Energia Solar 1,72 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA Com Estrtura","Compre múltiplos p/ maiores potências |  Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2000W | Estrutura: Madeira
Selecionável | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2000W | Estrutura: Madeira
Selecionável | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21070,"Kit Gerador Energia Solar 1,78 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Luxen (Metálica)","Compre múltiplos p/ maiores potências |  Energia: até 214 kWh/mês | Potência: 1,78 kWp | Paineis: 3x 595Wp | Microinversor: Deye de 2000W | Estrutura: Metálica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 214 kWh/mês | Potência: 1,78 kWp | Paineis: 3x 595Wp | Microinversor: Deye de 2000W | Estrutura: Metálica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21068,"Kit Gerador Energia Solar 1,78 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Luxen (Cerâmica)","Compre múltiplos p/ maiores potências |  Energia: até 214 kWh/mês | Potência: 1,78 kWp | Paineis: 3x 595Wp | Microinversor: Deye de 2000W | Estrutura: Para Cerâmica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 214 kWh/mês | Potência: 1,78 kWp | Paineis: 3x 595Wp | Microinversor: Deye de 2000W | Estrutura: Para Cerâmica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21071,"Kit Gerador Energia Solar 1,78 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Luxen (Laje)","Compre múltiplos p/ maiores potências |  Energia: até 214 kWh/mês | Potência: 1,78 kWp | Paineis: 3x 595Wp | Microinversor: Deye de 2000W | Estrutura: Para laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 214 kWh/mês | Potência: 1,78 kWp | Paineis: 3x 595Wp | Microinversor: Deye de 2000W | Estrutura: Para laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21047,"Kit Gerador Energia Solar 2,30 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA (Metálica)","Compre múltiplos p/ maiores potências |  Energia: até 276 kWh/mês | Potência: 2,30 kWp | Paineis: 4x 575Wp | Microinversor: Deye de 2000W | Estrutura: Fibro Metálica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 276 kWh/mês | Potência: 2,30 kWp | Paineis: 4x 575Wp | Microinversor: Deye de 2000W | Estrutura: Fibro Metálica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21043,"Kit Gerador Energia Solar 2,38 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Luxen (Metálica)","Compre múltiplos p/ maiores potências |  Energia: até 285 kWh/mês | Potência: 2,38 kWp | Paineis: 4x 595Wp | Microinversor: Deye de 2000W | Estrutura: Fibro Metálica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 285 kWh/mês | Potência: 2,38 kWp | Paineis: 4x 595Wp | Microinversor: Deye de 2000W | Estrutura: Fibro Metálica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/20970,"Kit Gerador Energia Solar 1,19 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Luxen(sem estrutura","Compre múltiplos p/ maiores potências |  Energia: até 142 kWh/mês | Potência: 1,19 kWp | Paineis: 2x 595Wp | Microinversor: Deye de 2000W | Estrutura: Sem Estrutura
| Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 142 kWh/mês | Potência: 1,19 kWp | Paineis: 2x 595Wp | Microinversor: Deye de 2000W | Estrutura: Sem Estrutura
| Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21072,"Kit Gerador Energia Solar 1,72 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA Com Estrutura","Compre múltiplos p/ maiores potências |  Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2000W | Estrutura: Para Cerâmica
Selecionável | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2000W | Estrutura: Para Cerâmica
Selecionável | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22940,"Kit Gerador Energia Solar 1,66 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola- Madeira","Compre múltiplos p/ maiores potências |  Energia: até 200 kWh/mês | Potência: 1,66 kWp | Paineis: 3x 555Wp | Microinversor: Deye de 2250W | Estrutura: Madeira | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 200 kWh/mês | Potência: 1,66 kWp | Paineis: 3x 555Wp | Microinversor: Deye de 2250W | Estrutura: Madeira | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22933,"Kit Gerador Energia Solar 1,11 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola | Estrutura para madeira","Compre múltiplos p/ maiores potências |  Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2250W | Estrutura: Para madeira | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2250W | Estrutura: Para madeira | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22941,"Kit Gerador Energia Solar 1,66 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola- Metal","Compre múltiplos p/ maiores potências |  Energia: até 200 kWh/mês | Potência: 1,66 kWp | Paineis: 3x 555Wp | Microinversor: Deye de 2250W | Estrutura: Metal | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 200 kWh/mês | Potência: 1,66 kWp | Paineis: 3x 555Wp | Microinversor: Deye de 2250W | Estrutura: Metal | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22938,"Kit Gerador Energia Solar 1,66 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola- Cerâmica","Compre múltiplos p/ maiores potências |  Energia: até 200 kWh/mês | Potência: 1,66 kWp | Paineis: 3x 555Wp | Microinversor: Deye de 2250W | Estrutura: Cerâmica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 200 kWh/mês | Potência: 1,66 kWp | Paineis: 3x 555Wp | Microinversor: Deye de 2250W | Estrutura: Cerâmica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22935,"Kit Gerador Energia Solar 1,11 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola | Base Para Laje","Compre múltiplos p/ maiores potências |  Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2250W | Estrutura: Base para Laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2250W | Estrutura: Base para Laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22992,"Kit Gerador Energia Solar 1,74 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA- MiniTrilho","Compre múltiplos p/ maiores potências |  Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2250W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2250W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22925,"Kit Gerador Energia Solar 0,55 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola | Mini Trilho","Compre múltiplos p/ maiores potências |  Energia: até 66 kWh/mês | Potência: 0,55 kWp | Paineis: 1x 555Wp | Microinversor: Deye de 2250W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 66 kWh/mês | Potência: 0,55 kWp | Paineis: 1x 555Wp | Microinversor: Deye de 2250W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22989,"Kit Gerador Energia Solar 1,16 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA- Solo","Compre múltiplos p/ maiores potências |  Energia: até 139 kWh/mês | Potência: 1,16 kWp | Paineis: 2x 580Wp | Microinversor: Deye de 2250W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 139 kWh/mês | Potência: 1,16 kWp | Paineis: 2x 580Wp | Microinversor: Deye de 2250W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22990,"Kit Gerador Energia Solar 1,16 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA","Compre múltiplos p/ maiores potências |  Energia: até 139 kWh/mês | Potência: 1,16 kWp | Paineis: 2x 580Wp | Microinversor: Deye de 2250W | Estrutura: Sem Estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 139 kWh/mês | Potência: 1,16 kWp | Paineis: 2x 580Wp | Microinversor: Deye de 2250W | Estrutura: Sem Estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/23101,"Kit Gerador Energia Solar 2,34 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA | Para metalica","Compre múltiplos p/ maiores potências |  Energia: até 280 kWh/mês | Potência: 2,34 kWp | Paineis: 4x 585Wp | Microinversor: Deye de 2250W | Estrutura: Para metalica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 280 kWh/mês | Potência: 2,34 kWp | Paineis: 4x 585Wp | Microinversor: Deye de 2250W | Estrutura: Para metalica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/23099,"Kit Gerador Energia Solar 2,34 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA | Mini trilho","Compre múltiplos p/ maiores potências |  Energia: até 280 kWh/mês | Potência: 2,34 kWp | Paineis: 4x 585Wp | Microinversor: Deye de 2250W | Estrutura: Mini trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 280 kWh/mês | Potência: 2,34 kWp | Paineis: 4x 585Wp | Microinversor: Deye de 2250W | Estrutura: Mini trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22927,"Kit Gerador Energia Solar 0,55 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola | Estrtura de metal","Compre múltiplos p/ maiores potências |  Energia: até 66 kWh/mês | Potência: 0,55 kWp | Paineis: 1x 555Wp | Microinversor: Deye de 2250W | Estrutura: Estrutura metalica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 66 kWh/mês | Potência: 0,55 kWp | Paineis: 1x 555Wp | Microinversor: Deye de 2250W | Estrutura: Estrutura metalica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22936,"Kit Gerador Energia Solar 1,11 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola | Estrutura para Solo","Compre múltiplos p/ maiores potências |  Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2250W | Estrutura: Estrutura para Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2250W | Estrutura: Estrutura para Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22932,"Kit Gerador Energia Solar 1,11 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola | Mini Trilho","Compre múltiplos p/ maiores potências |  Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2250W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2250W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
